Customer_ID,Customer_Name,Email,Phone,Address,City,State,Zip,Country,Gender,Date_of_Birth,Account_Creation_Date,Last_Login_Date,Product_1,Product_2,Product_3,Product_4,Product_5,Order_Amount,Order_Date,Payment_Method,Loyalty_Points,Subscription_Status,Subscription_Plan,Last_Purchase_Date,Referral_Code,Customer_Service_Interactions,Customer_Satisfaction_Rating,Age,Occupation,Marital_Status
38925,Kristin Schwartz,wallerderek@walker-castro.com,694.747.1399x93614,"3564 James Groves
Acostamouth, VT 14431",Howehaven,Alabama,71584,Yemen,Other,11/15/98,4/23/23,4/2/25,prepare,instead,every,control,somebody,230.29,2/6/25,PayPal,478,Active,Basic,1/9/25,YABG7F2T,6,1,23,Bookseller,Single
70884,Caitlin Ward,christine95@combs-diaz.net,001-024-535-8512x064,"9269 Michael Plaza Suite 637
New Adam, CT 92653",Orrton,West Virginia,35942,Japan,Male,7/22/01,10/20/23,4/1/25,production,involve,commercial,act,power,388.28,1/29/25,PayPal,986,Active,Platinum,2/2/25,ISQTYGPL,0,7,30,"Embryologist, clinical",Widowed
55848,Rebecca Decker,aaroncurtis@navarro.com,(293)559-3448,"45695 Corey Village
Lisaview, ID 35136",Port Lance,West Virginia,78231,Solomon Islands,Female,11/5/66,3/20/25,4/2/25,fill,data,answer,my,discussion,200.54,1/11/25,PayPal,609,Inactive,Premium,2/28/25,8B954XXN,18,5,56,Clinical research associate,Widowed
6779,Alexis Perry,zbowen@hotmail.com,166-083-2827x77347,"75714 Turner Fords
Morriston, DC 74832",Davidbury,Idaho,67028,Israel,Female,5/30/04,9/1/21,4/2/25,in,reduce,floor,few,future,73.48,2/18/25,Bank Transfer,649,Active,Platinum,3/28/25,83LBJEPR,4,8,62,Warden/ranger,Married
36567,Kimberly Robinson,gjohnston@jackson.info,458-045-6176,"2272 Graves Centers
Ballton, MS 38012",Denisechester,Nevada,65147,Greece,Male,8/19/06,2/13/22,4/1/25,Mr,economy,meeting,project,audience,268.09,3/25/25,PayPal,264,Active,Platinum,3/8/25,PZ8STQGU,20,6,25,Arts development officer,Married
39854,Darlene Kelley,kellygolden@clark.com,835-063-3252x326,"35965 Bailey Port
North Brandon, IN 60955",Timothyville,Utah,37939,Sri Lanka,Female,8/10/55,11/3/20,4/2/25,help,send,now,local,science,476.49,1/27/25,PayPal,433,Inactive,Basic,1/9/25,GAEF9K4A,17,9,34,"Loss adjuster, chartered",Widowed
19320,Mitchell Salazar,klamb@stephens-hughes.info,919-991-3656x21134,"156 Lopez Rest
Wuburgh, WV 02711",West Meaganville,South Dakota,91139,Germany,Other,5/26/94,5/25/21,4/2/25,save,within,go,western,property,489.45,2/28/25,PayPal,397,Inactive,Gold,2/13/25,U5VJ88R1,20,9,18,Comptroller,Single
29130,Katie Rodgers,hshah@gmail.com,7515758873,"283 Glover Mountain
Brendashire, CA 63230",Port Ericville,Nevada,33630,Vietnam,Female,11/30/79,4/4/23,4/1/25,style,thousand,avoid,mouth,court,168.65,2/6/25,Credit Card,56,Active,Premium,1/22/25,P5FCOLQ1,9,2,22,Press photographer,Married
44709,Anne Smith,jessicablack@york.com,(603)053-4344x236,"72824 Mary Crescent Apt. 532
Calebville, AL 55492",Port Kimberlyberg,Alaska,11492,Latvia,Male,8/14/82,10/12/20,4/2/25,early,middle,decide,their,those,148.11,3/14/25,Bank Transfer,890,Active,Basic,3/9/25,FI354JCM,14,8,67,Media planner,Single
31571,Elizabeth Payne,jmiranda@hotmail.com,+1-894-647-5837x96683,"Unit 2456 Box 8292
DPO AA 36942",Amandafurt,Tennessee,42311,Saint Pierre and Miquelon,Other,11/10/77,8/17/21,4/1/25,effort,public,upon,small,company,392.9,3/7/25,Credit Card,507,Active,Gold,1/21/25,CZYCH736,10,4,57,Firefighter,Single
80725,Patricia Reese,evansbryan@gmail.com,(326)044-0640x43163,"664 Anthony Extension Suite 666
Chelseaview, SD 35507",North Kimberlyburgh,Arkansas,91998,Russian Federation,Other,5/12/59,10/30/23,4/2/25,affect,just,best,modern,music,405.15,2/7/25,PayPal,351,Active,Platinum,2/21/25,55L3DOJ8,17,8,33,"Investment banker, corporate",Widowed
48840,Kristi Phillips,ashleymacias@hotmail.com,093-505-4788,"USNS Hansen
FPO AA 74910",Jamesmouth,New Mexico,25791,Palau,Female,6/7/99,3/30/24,4/1/25,remain,consumer,card,good,meeting,192.06,2/16/25,Bank Transfer,763,Active,Basic,1/16/25,6YP4O8ZS,19,6,33,Environmental consultant,Single
39080,Dr. Scott Woods,david24@morrow.org,746.807.8569,"6794 Wilkins Lights
South Stevenfort, CO 29695",Munozport,Minnesota,74063,Peru,Male,11/12/54,7/30/22,4/1/25,hundred,health,water,shake,but,180.65,2/25/25,PayPal,785,Inactive,Gold,3/3/25,KPLSKYR1,14,1,42,Optometrist,Divorced
51254,Karen Schmidt,shirley20@burns.net,529-655-0564x96780,"PSC 7454, Box 3498
APO AA 38355",Robertomouth,South Dakota,81447,Ireland,Male,5/5/78,5/13/21,4/2/25,upon,almost,leave,which,hard,499.53,1/26/25,Credit Card,406,Inactive,Platinum,1/4/25,GRETPRDL,6,9,64,Recruitment consultant,Married
18120,Dr. Michael Ramirez,kristen29@gmail.com,2194364427,"770 Suzanne Flat Suite 636
New Alexis, SD 24671",Melissamouth,Idaho,5697,Bolivia,Male,11/1/98,5/15/23,4/2/25,explain,civil,anyone,yet,activity,107.8,1/15/25,Bank Transfer,732,Active,Basic,3/24/25,XL1NJQ2A,0,5,62,Museum/gallery curator,Divorced
44815,Alicia Martinez,melissabradley@blair-horn.com,(030)941-6473x93410,"6594 Vargas Oval
Taylorland, OR 94848",East Vickiburgh,Hawaii,45331,Turkmenistan,Male,11/28/77,3/4/21,4/1/25,her,rate,then,through,cut,185.91,3/12/25,PayPal,52,Inactive,Premium,1/13/25,EF6HKRZS,4,1,29,"Conservation officer, nature",Widowed
8771,Philip Harmon,escobarrichard@richardson.com,(211)786-6940x024,"USNV Bates
FPO AE 49361",Ryanport,Wisconsin,2616,Germany,Female,3/5/90,2/20/21,4/2/25,foreign,report,lead,politics,practice,319.25,3/13/25,Credit Card,190,Active,Gold,2/27/25,91OXKGF0,8,6,27,Pharmacologist,Single
99482,Stacy Powell,kristen22@evans.com,405.248.1779x14662,"5696 Cervantes Track Suite 398
Hunterville, SC 62271",Markmouth,New Mexico,95015,China,Other,8/21/68,7/26/21,4/1/25,TRUE,out,mind,inside,your,289.69,1/8/25,PayPal,467,Inactive,Gold,1/6/25,15N866QO,5,3,43,Tourism officer,Married
35759,Dr. Taylor Castro,russellmary@gmail.com,+1-915-345-3056x78576,"08858 Sellers Cliffs Suite 521
South Lindachester, KY 90169",West Kendra,Florida,86124,Burkina Faso,Male,4/27/01,5/11/24,4/2/25,much,number,agree,can,process,89.1,3/8/25,Bank Transfer,598,Active,Basic,1/12/25,J4XQ6DO4,4,3,59,Financial adviser,Married
39767,Carlos Smith,pmoore@gray.biz,001-408-674-7147x18539,"33216 Burton Mews Suite 311
Juarezmouth, TX 10187",North Joshuaville,Texas,27249,Moldova,Other,5/18/65,12/3/24,4/2/25,role,certainly,also,expect,avoid,229.8,3/2/25,PayPal,981,Inactive,Gold,1/20/25,UUIMEQ13,17,2,59,Brewing technologist,Single
46067,Danielle Mann,michellehanna@russo.net,034-450-9524x50793,"14144 Fisher Inlet
Annburgh, DE 01227",Mejiaview,Georgia,77322,Sao Tome and Principe,Other,5/7/87,1/24/25,4/2/25,maybe,seem,believe,arm,outside,285.58,1/15/25,PayPal,128,Active,Gold,1/25/25,JH4CENRO,6,10,62,Theatre director,Divorced
20248,Jessica Morris,ymoody@hotmail.com,001-007-172-9820x01625,"USNV Daniels
FPO AE 96690",Deckerfort,Idaho,57365,Portugal,Other,7/11/79,6/5/20,4/2/25,now,memory,alone,entire,glass,228.76,2/26/25,Bank Transfer,413,Inactive,Premium,1/28/25,10WH7VA9,15,7,59,Medical technical officer,Widowed
97647,Joel Boyd,curtis27@rodriguez.net,727-393-6713x12396,"427 Lauren Point
Emilyview, VA 78920",Scottfurt,Tennessee,10049,Turks and Caicos Islands,Male,12/30/55,8/10/21,4/2/25,require,chance,yard,this,cause,102.96,2/21/25,Bank Transfer,789,Inactive,Basic,1/20/25,G52RKH8X,17,9,37,Horticultural therapist,Single
3842,Dustin Wright,heatherpeters@yahoo.com,869-013-0948,"99558 Bryan Union Suite 286
New Cynthiafurt, AK 63085",Lisaview,Wisconsin,77796,Fiji,Female,5/8/70,6/6/20,4/1/25,respond,score,discuss,start,speak,361.09,3/6/25,Bank Transfer,989,Inactive,Basic,2/22/25,IEMLG7VV,14,2,19,Interior and spatial designer,Divorced
65345,Ernest Macias,elliottjeffrey@gmail.com,807-063-2931x84517,"80889 Gallegos Burg
Lake Carlosfurt, WY 01797",South Catherine,North Carolina,14670,Equatorial Guinea,Other,2/23/97,10/22/21,4/2/25,our,stage,house,century,director,384.02,3/19/25,Credit Card,637,Active,Gold,3/21/25,XTMTCGQO,15,8,66,Solicitor,Single
44338,Jason White,webermaria@wilson-patterson.com,385-721-6116,"5497 Hanna Orchard
Tonyton, NJ 76889",Chenland,Massachusetts,77829,Saint Vincent and the Grenadines,Female,12/29/04,10/17/20,4/2/25,against,strategy,the,of,positive,490.07,3/14/25,PayPal,112,Inactive,Premium,2/11/25,Y2OPXAUR,11,6,41,Legal secretary,Single
89086,Carol Washington,tony01@washington-rios.com,9231128467,"Unit 4166 Box 7265
DPO AE 35566",Gomezstad,Alaska,35644,Pakistan,Other,2/25/81,12/25/23,4/1/25,quality,play,among,agreement,me,210.94,3/3/25,Bank Transfer,965,Inactive,Premium,3/11/25,SOPDKAFZ,11,6,54,Herbalist,Divorced
86823,Michelle Griffith,juliamorrison@hotmail.com,001-391-602-1182x9111,"8238 Angela Canyon
North Tammy, VA 15361",Rossfort,Illinois,31971,Greece,Male,12/24/04,5/21/24,4/2/25,next,attorney,Republican,relate,pretty,180.94,3/19/25,PayPal,933,Active,Gold,1/5/25,INEBKOXY,0,10,68,Artist,Married
97586,Scott Stewart DVM,jenkinsdouglas@wells.org,692.844.1891,"159 Scott Wells
Davistown, KS 99188",Maryton,Illinois,39139,Turkmenistan,Male,12/29/64,8/29/21,4/1/25,away,produce,staff,difficult,within,343.95,3/9/25,PayPal,458,Inactive,Basic,2/28/25,I86DH8AX,7,10,24,Dance movement psychotherapist,Married
15030,Alison Dean,spencejohn@hotmail.com,+1-115-745-5233x9265,"32710 Ronald Walk Suite 901
East Rachaeltown, KS 65960",Joshuachester,West Virginia,24550,Korea,Other,4/24/75,3/2/25,4/2/25,road,night,society,model,more,345.56,3/9/25,Bank Transfer,505,Inactive,Premium,3/26/25,RMS6RF54,2,7,64,Community arts worker,Single
51947,Thomas Barnes,claire69@caldwell-stephens.com,001-798-575-2986x8829,"258 Rivera Row Suite 995
South Donna, KS 29178",South Paulafort,Massachusetts,34615,Tokelau,Female,11/11/05,2/26/23,4/2/25,travel,eat,play,prevent,should,365.06,2/3/25,PayPal,778,Inactive,Gold,2/19/25,2WU5SUCN,10,5,57,"Engineer, maintenance",Widowed
2022,Hannah Stewart,jared87@hotmail.com,865-440-3875x345,"58631 Cook Trafficway
Bennettfort, MN 92706",Tapiaberg,Montana,52155,Dominica,Other,8/12/92,9/20/21,4/2/25,shoulder,better,discuss,difficult,than,498.52,2/15/25,Bank Transfer,273,Active,Gold,2/1/25,38QFA0X8,11,6,59,Animator,Widowed
84141,Tammy Lawrence,stephanie11@boyer.com,+1-401-476-6839x3469,"2604 Brown Port Apt. 668
Kennethchester, CA 19149",West Jerry,Idaho,14086,Cameroon,Other,5/4/89,6/19/24,4/2/25,also,section,information,wait,expert,474.26,1/21/25,Credit Card,629,Active,Premium,3/16/25,ZH9MCB4V,19,4,35,Historic buildings inspector/conservation officer,Married
98173,Morgan Jackson,royholly@hotmail.com,910.842.9526x192,"39766 Fuller Wall
Johnburgh, ND 14440",Port Jessica,New Hampshire,84405,Korea,Male,7/13/00,7/4/23,4/1/25,charge,hair,to,admit,give,85.03,3/19/25,Bank Transfer,656,Inactive,Gold,2/14/25,R3O86D3F,18,6,35,"Accountant, chartered public finance",Widowed
63892,Robert Humphrey,adamsmith@gmail.com,678-585-8570,"15241 Grant Ways Suite 261
North Dennis, ID 57928",West Kathyburgh,North Carolina,94111,Liechtenstein,Female,4/2/81,4/8/24,4/2/25,evening,player,strategy,mission,whether,479.41,1/23/25,PayPal,485,Active,Gold,2/3/25,3GHBD2IM,6,2,20,"Accountant, chartered",Single
41753,John Vaughn,laurie50@gmail.com,056.226.8895x173,"1377 Adams Walks
East Christopherchester, ID 08814",Josephside,California,19691,Saudi Arabia,Other,3/3/80,1/21/21,4/1/25,president,trade,assume,suddenly,civil,482.11,2/12/25,Credit Card,643,Inactive,Premium,1/14/25,94R3PEK6,20,8,39,"Programmer, applications",Widowed
43247,Kirsten York,cburton@yahoo.com,119.392.9150x1060,"324 Orozco Circles Apt. 140
Port Linda, KY 84943",Port Codymouth,Utah,86954,Pakistan,Other,11/28/63,7/4/24,4/2/25,difficult,hot,simple,research,mind,282.02,1/7/25,PayPal,1000,Active,Premium,2/9/25,ZNW1GLSK,3,7,38,Educational psychologist,Single
14072,Tara Frederick,theresa73@olson-johnson.biz,(945)931-7049,"256 Gutierrez Rapids Apt. 004
Gutierrezberg, NE 34618",Schultzview,Idaho,96241,South Georgia and the South Sandwich Islands,Female,11/12/54,8/28/22,4/1/25,thought,employee,house,leader,very,263.75,2/8/25,Credit Card,105,Active,Basic,1/19/25,XGMNWP94,11,3,65,"Engineer, maintenance",Single
78522,Daniel Miller,barbarawhite@hotmail.com,-10156,"8099 Murray Lane Suite 068
North Lynn, SC 40045",Micheleville,South Carolina,52320,Germany,Male,4/24/87,7/28/21,4/1/25,character,century,economy,interesting,miss,477.23,3/14/25,PayPal,658,Inactive,Premium,2/25/25,BJK7VN71,14,3,23,"Engineer, land",Single
79970,Kathryn Wagner,gomezjohn@gmail.com,7512542013,"66182 Johnson Mountains
North Frederickside, LA 86780",New Tammyshire,Rhode Island,53927,Bosnia and Herzegovina,Male,2/15/61,3/5/20,4/1/25,build,bag,drive,apply,about,198.74,3/27/25,Bank Transfer,966,Inactive,Platinum,2/9/25,P66CWJYY,13,4,34,Financial controller,Married
69766,Jessica Mitchell,lyork@williams-fields.com,123-067-5989x238,"6839 Davis Rapids Suite 296
Laurashire, MT 90235",North Todd,Washington,1968,Bahamas,Male,12/2/97,3/13/20,4/1/25,within,hear,that,church,another,143.08,2/3/25,PayPal,568,Active,Gold,1/9/25,DRBBMJXV,0,6,64,Government social research officer,Widowed
18244,Amanda Jennings,vmejia@hotmail.com,(239)414-9964,"3079 Osborne Brooks
East Brandi, WA 57106",Karenside,Hawaii,69754,Heard Island and McDonald Islands,Male,4/27/85,4/7/21,4/2/25,food,admit,third,measure,into,90.77,2/20/25,PayPal,663,Inactive,Platinum,1/27/25,YLSWOMIZ,17,10,31,Commissioning editor,Widowed
27320,Christy Jones,gpatterson@hotmail.com,-5784,"4786 White Viaduct Apt. 562
Bakerside, MN 83553",North Pamela,Missouri,32832,Iceland,Other,1/17/07,7/19/22,4/1/25,reach,class,themselves,wide,read,37.57,3/5/25,PayPal,183,Inactive,Premium,1/19/25,S82534LH,12,1,52,Osteopath,Single
27404,James Nixon,ngraham@rice.com,807-181-8135x4569,"6142 Cruz Flat Apt. 546
Hernandezville, GA 37056",New Aaron,Nebraska,91959,Comoros,Female,1/26/66,12/25/23,4/1/25,owner,term,spend,dark,force,106.48,2/25/25,Bank Transfer,137,Inactive,Gold,2/8/25,31JS0YKB,16,10,60,"Accountant, chartered certified",Married
26170,Derrick Scott,randolphstephen@sweeney.net,-6474,"112 Roberto Parkway Apt. 098
Lisashire, WY 59177",Waterschester,Alaska,52972,Romania,Other,9/20/88,3/25/22,4/2/25,page,six,though,customer,hotel,117.89,1/7/25,Credit Card,715,Active,Platinum,4/1/25,6THG9VU7,4,5,31,Television floor manager,Married
69438,Tammy Hamilton,ramirezedward@gmail.com,(167)778-6827x978,"3799 Deborah Park Apt. 021
Moralesburgh, CT 81356",Acostaberg,Tennessee,26897,Senegal,Female,2/11/07,1/6/21,4/2/25,occur,when,score,the,minute,244.32,2/23/25,Credit Card,280,Active,Basic,2/13/25,9T0BZ3M3,12,3,39,Higher education lecturer,Widowed
92241,Ellen Ortiz,mayodanielle@gmail.com,+1-993-762-5155x0494,"20706 Torres Parkway
Johnsontown, KY 66906",Mayerberg,Indiana,6811,China,Other,7/18/71,3/7/22,4/2/25,little,level,production,choose,work,217.3,1/1/25,Bank Transfer,132,Active,Platinum,1/20/25,38OND7Z8,1,3,26,Purchasing manager,Widowed
52745,Donna Wright,davidperez@lloyd-cordova.com,001-614-899-1919x1779,"199 Miller Expressway
East Ashleyport, AR 46710",Port Kevin,South Carolina,47183,Latvia,Other,5/9/70,5/22/21,4/1/25,data,special,itself,behavior,time,407.15,3/31/25,Bank Transfer,852,Inactive,Platinum,1/30/25,RXGDT4YD,12,2,23,Clinical psychologist,Married
19493,Joy Miller,kristarogers@gmail.com,539-936-5405x828,"84876 Cynthia Squares Suite 979
East Anthonyport, MS 07628",Kramerport,Indiana,32256,Tonga,Female,6/7/69,5/6/23,4/2/25,possible,treat,argue,fill,particularly,176.04,3/9/25,PayPal,654,Active,Premium,3/18/25,DPQE4I4Y,12,3,52,Amenity horticulturist,Divorced
57274,William Perkins,wadeeric@brown.com,(497)228-9429,"Unit 1105 Box 0772
DPO AP 29374",Lake Jenniferview,Wisconsin,19028,Sweden,Male,6/14/96,9/30/24,4/2/25,security,government,civil,late,method,409.38,2/5/25,PayPal,675,Inactive,Gold,1/24/25,FMOCF1LZ,10,1,70,Research scientist (life sciences),Divorced
16146,Jason Whitaker,brandonmckinney@weber-santiago.biz,326-411-5861,"710 Jeffrey Spring Suite 225
West Thomas, VT 11745",Deborahmouth,Louisiana,85904,Eritrea,Other,3/2/90,3/11/22,4/2/25,whose,course,if,much,respond,72.67,1/2/25,Bank Transfer,683,Inactive,Platinum,3/8/25,XB6YDM0H,1,8,21,Archaeologist,Single
6766,Wayne Robertson,boonecheryl@young.com,082-806-1640x64381,"9872 Carpenter Lodge Suite 985
Marilynville, SC 69572",Michaelland,Wyoming,20185,Nepal,Male,4/22/85,7/8/23,4/2/25,claim,return,system,role,treat,188.67,1/6/25,Credit Card,605,Inactive,Platinum,3/23/25,2PV3CATM,6,10,49,Research scientist (maths),Divorced
90971,Laura Phillips,pguerrero@yahoo.com,591-437-6973,"PSC 3620, Box 1330
APO AP 72322",Gibsonland,Nebraska,4941,Kiribati,Male,7/29/90,9/24/22,4/1/25,sound,activity,language,human,compare,357.44,1/16/25,Bank Transfer,440,Inactive,Basic,1/12/25,8HCOJIM0,10,6,29,Paramedic,Single
86311,Steven Shaw,wgraham@rodriguez.com,(412)730-9559,"26725 Melinda Rapid
Lake Melanieville, MO 74322",Crystalhaven,Utah,69493,Equatorial Guinea,Female,9/18/70,7/25/22,4/2/25,really,white,need,whose,loss,269.59,3/17/25,Credit Card,614,Active,Basic,2/2/25,EJ3TJX6H,4,5,61,"Pharmacist, community",Divorced
88818,Robert Harvey,ericareyes@valdez.info,001-908-488-7758x722,"540 Rodriguez Forge
Smithborough, UT 29273",South Jennifer,Delaware,45043,South Africa,Male,3/18/00,7/23/22,4/1/25,public,person,operation,turn,list,134.45,3/25/25,PayPal,712,Active,Basic,1/24/25,ZZ0JZJ7N,12,2,25,"Accountant, chartered management",Divorced
71580,Adrienne Beck,francovincent@yahoo.com,242.841.9070x7129,"Unit 8039 Box 3577
DPO AE 54789",Tylerview,Nebraska,37648,Central African Republic,Other,3/29/02,9/20/23,4/2/25,receive,TRUE,study,loss,simply,69.55,1/23/25,Bank Transfer,52,Active,Basic,1/3/25,BS9CAHL7,5,6,50,Housing manager/officer,Divorced
95137,Melanie Thompson,fordkathryn@hotmail.com,+1-442-576-1535x75951,"5660 Dalton Parkways
Karenborough, WI 99308",North John,West Virginia,31261,Egypt,Other,6/8/74,5/30/22,4/1/25,beat,door,whatever,there,security,422,1/27/25,Credit Card,693,Inactive,Gold,2/10/25,EA9YI7H1,20,2,31,"Psychologist, counselling",Widowed
97824,Julia Reed,swatson@kim.net,9584709693,"972 Debra Meadows Apt. 398
Calebport, MN 44272",Audreymouth,Hawaii,75708,Chad,Other,11/7/66,8/30/21,4/2/25,crime,market,however,concern,dark,404.72,1/11/25,Bank Transfer,238,Inactive,Gold,2/16/25,5E4R0PK4,15,7,42,Financial risk analyst,Widowed
48974,Michael Adams,jessicabrown@taylor-williams.biz,-7883,"89086 Bell Mill Apt. 814
West Melissa, IA 85337",Kimberg,Tennessee,49513,Timor-Leste,Male,5/17/76,2/13/24,4/2/25,lay,radio,gas,should,trouble,101.66,2/14/25,Credit Card,343,Active,Premium,3/17/25,HAC381RZ,4,7,47,Medical illustrator,Single
68075,Bradley Rosales,mknox@hotmail.com,001-203-059-9914x2040,"830 Krueger Plaza Suite 451
Wongmouth, DE 41057",Jefferytown,Utah,65829,Azerbaijan,Female,12/10/76,9/11/22,4/2/25,modern,clear,health,along,bag,51.03,2/3/25,Bank Transfer,614,Active,Platinum,1/11/25,DOJAM51N,11,8,28,"Civil engineer, contracting",Widowed
84110,Stephen Sullivan,betty30@yahoo.com,(883)287-3493x16164,"6616 Ibarra Lights
Julieberg, NC 04867",North Paulton,Tennessee,25768,Kiribati,Female,8/28/97,9/8/23,4/1/25,image,sort,leg,Democrat,player,41.01,1/26/25,Credit Card,475,Active,Gold,3/4/25,ZC77LOY0,15,3,21,Psychotherapist,Married
48423,Nichole Rodriguez,eschultz@hotmail.com,2039579291,"678 Shaun Square
South Krista, MI 76139",Port Molly,Kentucky,88684,Guatemala,Other,10/6/63,4/14/23,4/2/25,wonder,manage,environment,beautiful,degree,347.03,1/15/25,Bank Transfer,489,Active,Platinum,1/23/25,6DS3XRSG,16,5,50,Immunologist,Single
73729,Isaac Terry,whitecarl@wilson.com,256.411.7019,"8407 Gonzalez Trace
Sydneyside, MI 40424",Port Cynthiaburgh,North Dakota,13021,China,Male,2/4/76,2/18/25,4/1/25,reflect,grow,so,support,fact,322.76,1/3/25,Credit Card,140,Inactive,Premium,2/15/25,ABYDKCAO,11,9,25,Recruitment consultant,Divorced
84447,Joseph Hansen,jamiegolden@ramirez.info,(052)126-7937x849,"480 Peterson Coves Apt. 634
Joditon, ID 41482",Lake Robert,Maryland,72593,Andorra,Other,3/3/66,12/15/23,4/2/25,really,cause,price,difficult,catch,166.83,4/2/25,Bank Transfer,616,Active,Premium,2/23/25,EZKLWMBP,2,4,34,Quarry manager,Married
42071,Vicki Riddle,patelbrian@gmail.com,3636141225,"758 Michael Inlet Apt. 965
West Michelle, NM 99331",Mccannmouth,Kansas,29176,Northern Mariana Islands,Female,11/13/05,1/1/20,4/1/25,that,test,anything,read,knowledge,406.46,1/24/25,Credit Card,236,Active,Premium,1/5/25,0XDH25MF,19,10,67,"Exhibitions officer, museum/gallery",Divorced
30875,Eric Jones,agibson@gmail.com,+1-827-699-8141x483,"98843 Hernandez Hill
Devinmouth, KS 40273",Alexandraburgh,Montana,94159,United States Virgin Islands,Female,10/7/96,4/28/20,4/2/25,rich,generation,discover,movement,road,185.66,3/17/25,Bank Transfer,347,Active,Basic,1/16/25,SD9ZJT5K,18,10,64,Commissioning editor,Widowed
111,James Rogers,smithrichard@gmail.com,615-031-2692,"70698 Michael Mountain Suite 844
Kerryview, KY 44331",West Ruben,Vermont,52493,Sao Tome and Principe,Male,10/16/03,3/12/25,4/2/25,bag,house,own,agreement,although,375.48,2/8/25,Credit Card,9,Active,Gold,3/15/25,D33Q6EIG,20,1,48,"Doctor, general practice",Divorced
1155,Alexandra Walker,sheppardjohn@yahoo.com,(886)939-4664,"PSC 3838, Box 4366
APO AA 04587",Prestonfort,New Jersey,96875,Afghanistan,Male,4/25/76,8/30/23,4/2/25,evidence,style,three,follow,soon,366.42,1/6/25,Bank Transfer,261,Active,Platinum,1/28/25,BJIIIMGQ,0,3,33,"Sound technician, broadcasting/film/video",Widowed
50369,Austin Randall,rwatts@morris-lynch.com,100-237-2569,"702 Schmitt View Suite 839
Bradleyville, WI 44942",Stevenbury,South Carolina,12513,Syrian Arab Republic,Female,12/20/57,10/19/23,4/1/25,capital,more,indicate,whatever,spring,401.76,3/13/25,PayPal,745,Inactive,Platinum,3/18/25,HQ1YKAXL,9,3,47,Theatre stage manager,Widowed
53632,Richard Patton,bosborne@hotmail.com,095-605-2566x91207,"72721 Amy Ways Suite 318
Port Johnmouth, LA 28815",West Samanthaport,Hawaii,21129,Myanmar,Female,7/6/60,6/9/24,4/1/25,piece,guy,drug,campaign,police,417.72,1/27/25,Credit Card,132,Active,Basic,3/4/25,1TK27ALY,17,4,33,Medical sales representative,Divorced
33772,Wanda Perez,jerry76@cunningham.org,(054)755-5604x4575,"6761 Hendrix Avenue
South Kimberly, SC 27272",Joeview,New Mexico,39744,Barbados,Other,8/31/80,8/14/20,4/2/25,sign,million,sea,nature,start,56.41,3/16/25,Bank Transfer,212,Active,Platinum,2/5/25,77W1AI6J,5,8,59,"Surveyor, hydrographic",Married
14288,Philip Castillo,stevehoffman@hotmail.com,(249)488-4963,"811 Johnson Falls Apt. 300
New Angela, AR 40746",New Nicholas,Iowa,39583,Iraq,Other,5/31/58,6/30/24,4/2/25,measure,skill,especially,mission,fall,153.55,3/30/25,Credit Card,546,Inactive,Premium,3/3/25,B1PJW8JG,9,5,36,"Surveyor, building",Married
76069,Benjamin Thompson,allenlisa@cox-miller.info,001-500-350-6210,"48018 Brooke Harbor
Tracyborough, WV 88604",Port Edward,North Carolina,48786,Gibraltar,Other,8/26/82,8/15/21,4/1/25,individual,wrong,admit,event,computer,121.85,3/3/25,PayPal,404,Active,Basic,2/28/25,8536QCI2,8,3,60,Geophysicist/field seismologist,Married
22279,Gabriel Mccoy,ngutierrez@yahoo.com,390-838-0171x3499,"PSC 3574, Box 7410
APO AA 07402",South Chelsea,New Hampshire,63795,Kazakhstan,Female,4/29/95,1/30/21,4/1/25,near,style,must,simple,loss,143.48,2/19/25,Bank Transfer,37,Inactive,Premium,3/10/25,B6FGGM1B,4,1,19,Ceramics designer,Single
7238,Stephen Robinson,kenneth26@marsh-chan.com,125-581-3794x67141,"6827 Riley Manors
New Gregory, UT 76387",Abigailborough,Montana,88867,Suriname,Male,4/2/57,1/21/24,4/2/25,list,call,sport,local,shoulder,129.8,1/6/25,Credit Card,416,Active,Basic,2/26/25,868FMXY4,8,7,41,Professor Emeritus,Married
36254,Alexandra Mcbride,jacob99@ochoa.com,186-079-8067,"989 Zachary Inlet
New Kathryn, NE 57831",New Jessica,Missouri,53344,Czech Republic,Female,9/21/56,6/26/24,4/2/25,low,analysis,old,market,state,125.86,3/19/25,Bank Transfer,118,Inactive,Basic,2/24/25,B2LKX2PM,14,6,41,Clinical biochemist,Divorced
14502,Ronald Frazier,deangomez@gmail.com,346.268.0525x428,"062 Joanne Ports Suite 019
Robinview, MS 69821",East Barryfurt,Wyoming,48836,Western Sahara,Male,7/22/61,9/7/23,4/2/25,newspaper,relationship,why,message,big,110.14,3/27/25,Credit Card,787,Inactive,Platinum,1/4/25,FJ9V7ETL,0,1,26,Osteopath,Single
14265,Nicholas Cole,jonessteven@garcia-jennings.com,552-981-6412x00181,"5702 Christopher Spring Suite 432
Floresshire, FL 14327",Tyronemouth,Montana,56966,Estonia,Other,6/14/05,9/18/22,4/2/25,future,state,fall,truth,garden,274.03,1/16/25,PayPal,324,Active,Platinum,3/10/25,7QGFJ3FD,15,8,49,Information systems manager,Single
